accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5,1778592594,,False,1,413e7729,2026-05-12_16-29-54,23.90871262550354,23.90871262550354,32070,thinkbook,172.18.0.1,23.90871262550354,1
