accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5,1778601937,,False,1,dd5a8591,2026-05-12_19-05-37,42.15781283378601,42.15781283378601,113334,thinkbook,172.18.0.1,42.15781283378601,1
