accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5,1778845160,,False,1,0d5ba9f9,2026-05-15_14-39-20,468.0819556713104,468.0819556713104,84491,thinkbook,172.18.0.1,468.0819556713104,1
