accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5,1778601796,,False,1,94f59023,2026-05-12_19-03-16,44.509031772613525,44.509031772613525,107511,thinkbook,172.18.0.1,44.509031772613525,1
