accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5,1778593661,,False,1,8498d219,2026-05-12_16-47-41,45.25042247772217,45.25042247772217,47456,thinkbook,172.18.0.1,45.25042247772217,1
