accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.5,1778604768,,False,1,2e986a54,2026-05-12_19-52-48,43.21357297897339,43.21357297897339,139540,thinkbook,172.18.0.1,43.21357297897339,1
